id,referrer_user_id,referree_user_id,created_at,deleted_at
1771,1879,1862,2022-02-21,
1772,1607,881,2022-02-23,
1773,145,724,2022-03-02,
1774,145,131,2022-03-01,
1775,2863,2000,2022-03-01,
1776,33,2099,2022-02-25,
1777,600,1151,2022-02-26,
1778,2917,695,2022-02-23,
1779,1165,2265,2022-02-22,
1780,2682,2886,2022-02-21,
1781,1902,2151,2022-02-26,
1782,1909,2444,2022-02-21,
1783,944,1866,2022-02-27,
1784,137,1454,2022-02-22,
1785,2796,1863,2022-02-22,
1786,557,1731,2022-02-24,
1787,1847,710,2022-03-01,
1788,1726,600,2022-02-21,
1789,98,2000,2022-03-02,
1790,1238,2264,2022-02-25,
1791,1909,164,2022-02-25,
1792,2910,735,2022-02-21,
1793,2807,2861,2022-02-28,
1794,2017,933,2022-02-23,
1795,975,2154,2022-02-24,
1796,1268,1693,2022-02-25,
1797,2835,1046,2022-03-01,
1798,2403,1762,2022-02-24,
1799,2833,2625,2022-02-21,
1800,411,2995,2022-02-25,
1801,994,1268,2022-02-25,
1802,1752,164,2022-02-21,
1803,185,2835,2022-02-26,
1804,2032,2195,2022-02-25,
1805,768,109,2022-02-21,
1806,2204,2417,2022-03-01,
1807,2330,155,2022-02-21,
1808,1697,695,2022-02-22,
1809,609,212,2022-02-25,
1810,2887,2489,2022-02-24,
1811,1340,2423,2022-02-28,
1812,2082,2246,2022-03-02,
1813,2347,2271,2022-03-01,
1814,1762,2910,2022-02-26,
1815,190,1862,2022-02-26,
1816,1114,700,2022-02-22,
1817,594,25,2022-02-26,
1818,1136,1021,2022-02-28,
1819,2308,871,2022-02-23,
1820,2682,1056,2022-03-01,
1821,594,2624,2022-03-01,
1822,1646,2863,2022-03-02,
1823,1518,797,2022-02-24,
1824,2464,2351,2022-02-21,
1825,2097,520,2022-02-25,
1826,1572,1247,2022-02-22,
1827,2180,2534,2022-02-21,
1828,1291,81,2022-02-26,
1829,1193,1961,2022-02-27,
1830,2327,908,2022-03-02,
1831,1048,855,2022-02-21,
1832,1865,140,2022-02-27,
1833,136,1140,2022-02-25,
1834,2317,256,2022-02-21,
1835,2668,1140,2022-03-01,
1836,2241,1549,2022-02-21,
1837,1425,2797,2022-02-23,
1838,1785,2358,2022-02-23,
1839,2421,1405,2022-03-02,
1840,1089,762,2022-03-01,
1841,1742,339,2022-02-24,
1842,2845,795,2022-03-01,
1843,81,1902,2022-02-26,
1844,1743,151,2022-02-22,
1845,1538,2797,2022-02-26,
1846,609,2625,2022-02-27,
1847,2407,1340,2022-02-25,
1848,1048,559,2022-02-27,
1849,1917,1247,2022-02-27,
1850,2052,258,2022-02-21,
1851,2703,1895,2022-03-01,
1852,569,1921,2022-02-24,
1853,1684,1767,2022-03-02,
1854,1176,2221,2022-03-02,
1855,1871,65,2022-02-22,
1856,1666,1794,2022-02-27,
1857,2911,377,2022-02-21,
1858,2616,2464,2022-02-26,
1859,2327,2751,2022-02-27,
1860,2084,826,2022-02-21,
1861,2377,1921,2022-02-26,
1862,2845,2185,2022-02-21,
1863,444,1268,2022-02-26,
1864,682,377,2022-02-28,
1865,35,131,2022-02-22,
1866,1888,600,2022-03-02,
1867,2317,1247,2022-02-24,
1868,283,1220,2022-03-01,
1869,2266,2146,2022-02-27,
1870,1318,4,2022-02-23,
1871,887,1128,2022-02-25,
1872,1027,1165,2022-02-22,
1873,2027,1916,2022-02-27,
1874,2378,1298,2022-02-21,
1875,2051,582,2022-03-02,
1876,1022,384,2022-02-23,
1877,1133,190,2022-02-25,
1878,790,1868,2022-02-22,
1879,225,1847,2022-02-26,
1880,2683,831,2022-02-22,
1881,877,1546,2022-02-25,
1882,898,1144,2022-02-21,
1883,1882,390,2022-02-21,
1884,588,1014,2022-02-23,
1885,2180,1667,2022-03-02,
1886,1128,2464,2022-02-26,
1887,25,1489,2022-02-27,
1888,109,1700,2022-02-28,
1889,1085,890,2022-03-02,
1890,966,2319,2022-02-26,
1891,190,842,2022-02-23,
1892,1384,2308,2022-02-22,
1893,2192,844,2022-02-21,
1894,1888,2857,2022-03-01,
1895,1065,460,2022-03-02,
1896,2001,65,2022-02-24,
1897,1361,1666,2022-02-25,
1898,2668,2327,2022-03-01,
1899,682,1726,2022-02-25,
1900,396,2200,2022-02-25,
1901,1965,1953,2022-02-28,
1902,173,2708,2022-02-23,
1903,1104,1879,2022-02-27,
1904,78,1691,2022-02-24,
1905,1965,2897,2022-03-01,
1906,169,1816,2022-03-01,
1907,2541,1048,2022-02-28,
1908,1697,88,2022-03-02,
1909,978,2952,2022-02-26,
1910,2241,2421,2022-02-23,
1911,1930,1409,2022-02-23,
1912,1853,140,2022-02-21,
1913,1815,887,2022-02-23,
1914,2393,120,2022-02-27,
1915,2955,682,2022-02-22,
1916,1464,12,2022-02-23,
1917,1323,212,2022-02-23,
1918,778,2873,2022-03-02,
1919,1014,2180,2022-02-22,
1920,1151,449,2022-02-25,
1921,87,1482,2022-03-01,
1922,2887,1859,2022-02-21,
1923,2407,1707,2022-02-25,
1924,2202,388,2022-02-23,
1925,1256,841,2022-03-02,
1926,1770,1958,2022-02-23,
1927,2902,1851,2022-02-22,
1928,2005,263,2022-03-01,
1929,1665,2319,2022-02-25,
1930,1601,1902,2022-02-26,
1931,2845,631,2022-02-23,
1932,2851,2501,2022-02-27,
1933,2683,2007,2022-02-24,
1934,2601,2129,2022-02-26,
1935,1558,975,2022-02-21,
1936,1615,844,2022-02-24,
1937,1131,259,2022-03-02,
1938,768,960,2022-03-01,
1939,449,148,2022-03-02,
1940,335,2347,2022-02-21,
1941,2553,164,2022-02-27,
1942,2200,1657,2022-02-26,
1943,1011,2796,2022-03-01,
1944,2496,831,2022-02-21,
1945,411,2936,2022-02-24,
1946,2834,520,2022-02-21,
1947,2399,1855,2022-03-01,
1948,794,2803,2022-02-22,
1949,2896,2939,2022-02-28,
1950,1882,87,2022-03-02,
1951,1705,835,2022-02-23,
1952,126,987,2022-02-24,
1953,959,841,2022-03-01,
1954,2351,2015,2022-02-28,
1955,2154,724,2022-02-27,
1956,2418,525,2022-02-26,
1957,1185,1512,2022-03-01,
1958,2142,66,2022-02-27,
1959,2233,1098,2022-02-27,
1960,261,213,2022-02-24,
1961,2545,2808,2022-02-27,
1962,2532,2350,2022-03-02,
1963,683,139,2022-02-23,
1964,1893,2932,2022-02-23,
1965,2773,97,2022-02-22,
1966,1842,1174,2022-03-01,
1967,1823,1936,2022-03-01,
1968,2502,2126,2022-02-26,
1969,63,2294,2022-02-25,
1970,1682,2402,2022-02-26,
1971,1543,1421,2022-02-27,
1972,1084,2003,2022-02-28,
1973,2002,1197,2022-02-24,
1974,1797,905,2022-02-24,
1975,492,2931,2022-02-22,
1976,2453,223,2022-02-25,
1977,2289,336,2022-02-28,
1978,1498,669,2022-02-24,
1979,2795,739,2022-02-22,
1980,1876,590,2022-02-28,
1981,1940,2039,2022-03-01,
1982,1404,558,2022-02-23,
1983,1276,1652,2022-02-21,
1984,2451,357,2022-03-01,
1985,2617,2350,2022-02-22,
1986,2989,1796,2022-02-21,
1987,2369,2813,2022-03-01,
1988,914,544,2022-03-02,
1989,2820,2289,2022-02-21,
1990,1786,2126,2022-02-22,
1991,1110,2380,2022-02-27,
1992,2396,223,2022-03-02,
1993,2196,2985,2022-02-25,
1994,73,995,2022-03-02,
1995,1106,1803,2022-02-24,
1996,458,76,2022-02-27,
1997,2282,1243,2022-02-24,
1998,1734,53,2022-02-26,
1999,1094,2136,2022-02-22,
2000,973,1719,2022-02-25,
2001,712,719,2022-03-02,
2002,458,2552,2022-02-27,
2003,2125,2852,2022-02-25,
2004,80,2644,2022-02-28,
2005,916,1812,2022-02-28,
2006,1893,578,2022-03-02,
2007,1276,640,2022-02-26,
2008,2627,76,2022-03-02,
2009,1371,1861,2022-03-02,
2010,273,423,2022-02-22,
2011,1233,2619,2022-02-21,
2012,1167,1252,2022-03-01,
2013,1734,2453,2022-02-21,
2014,2309,1283,2022-02-21,
2015,2860,1169,2022-03-01,
2016,1408,2780,2022-02-21,
2017,729,19,2022-03-01,
2018,1093,1633,2022-02-28,
2019,1911,1285,2022-03-02,
2020,664,2406,2022-02-26,
2021,1283,1873,2022-02-23,
2022,1608,2883,2022-03-01,
2023,2010,1661,2022-03-01,
2024,352,2776,2022-02-21,
2025,2577,928,2022-02-22,
2026,292,729,2022-02-26,
2027,2462,440,2022-02-22,
2028,177,605,2022-02-28,
2029,1045,440,2022-02-28,
2030,773,138,2022-02-28,
2031,1650,281,2022-02-22,
2032,809,210,2022-03-02,
2033,45,2386,2022-03-02,
2034,2010,203,2022-02-23,
2035,336,1812,2022-02-24,
2036,1100,929,2022-02-26,
2037,1837,1724,2022-02-27,
2038,312,292,2022-02-25,
2039,2659,423,2022-02-22,
2040,18,595,2022-02-22,
2041,1100,403,2022-02-23,
2042,788,1137,2022-02-24,
2043,2392,110,2022-02-26,
2044,2978,1593,2022-03-01,
2045,1534,1169,2022-03-02,
2046,1279,1296,2022-02-22,
2047,1234,2069,2022-03-01,
2048,176,2715,2022-02-23,
2049,546,2542,2022-02-24,
2050,712,1209,2022-02-25,
2051,2522,1654,2022-03-01,
2052,2100,2242,2022-02-26,
2053,168,2645,2022-02-28,
2054,1406,2979,2022-02-23,
2055,2294,83,2022-02-26,
2056,2970,2951,2022-02-25,
2057,1632,2850,2022-02-23,
2058,2525,910,2022-03-01,
2059,1078,1797,2022-02-27,
2060,806,2487,2022-02-28,
2061,2677,1975,2022-02-21,
2062,2512,2309,2022-02-24,
2063,1729,916,2022-02-28,
2064,28,264,2022-02-26,
2065,2272,1167,2022-03-01,
2066,2089,2551,2022-02-23,
2067,1873,777,2022-02-26,
2068,904,2967,2022-03-01,
2069,62,219,2022-03-02,
2070,2913,1540,2022-02-24,
2071,2532,783,2022-02-27,
2072,2094,2662,2022-02-21,
2073,1792,2619,2022-02-22,
2074,119,2304,2022-03-02,
2075,1093,1252,2022-02-21,
2076,1047,1803,2022-02-25,
2077,138,1148,2022-02-23,
2078,811,2369,2022-03-01,
2079,2883,307,2022-02-25,
2080,640,467,2022-02-27,
2081,1512,239,2022-03-02,
2082,788,570,2022-03-02,
2083,928,1650,2022-02-22,
2084,964,1940,2022-02-21,
2085,2158,2989,2022-02-22,
2086,1106,773,2022-02-23,
2087,2368,1075,2022-02-23,
2088,2560,2040,2022-02-24,
2089,433,2650,2022-02-26,
2090,24,938,2022-02-22,
2091,2331,2422,2022-02-23,
2092,736,2057,2022-02-23,
2093,1169,1481,2022-03-01,
2094,492,2780,2022-02-28,
2095,2979,2938,2022-02-23,
2096,1373,648,2022-02-28,
2097,672,326,2022-02-24,
2098,1470,2003,2022-02-26,
2099,2750,521,2022-02-26,
2100,1473,2538,2022-02-22,
2101,2395,956,2022-03-02,
2102,2750,999,2022-02-27,
2103,357,2729,2022-02-26,
2104,238,2487,2022-02-28,
2105,1406,2694,2022-02-22,
2106,1371,2551,2022-02-23,
2107,1175,1241,2022-02-28,
2108,1803,1724,2022-02-22,
2109,1824,601,2022-02-25,
2110,714,2325,2022-02-28,
2111,2503,521,2022-02-26,
2112,203,2780,2022-02-21,
2113,962,1377,2022-03-01,
2114,1335,2760,2022-02-27,
2115,378,2304,2022-02-23,
2116,783,1276,2022-02-26,
2117,1588,1988,2022-02-26,
2118,1734,2010,2022-03-02,
2119,654,22,2022-02-23,
2120,1470,312,2022-03-02,
2121,177,477,2022-02-24,
2122,2093,2369,2022-02-26,
2123,777,265,2022-02-27,
2124,229,91,2022-02-24,
2125,895,2576,2022-02-24,
2126,558,1307,2022-02-25,
2127,570,1029,2022-03-02,
2128,2740,404,2022-02-24,
2129,433,2890,2022-02-21,
2130,2160,2773,2022-02-25,
2131,1908,2632,2022-03-02,
2132,146,1223,2022-02-26,
2133,910,2588,2022-02-21,
2134,1255,1289,2022-02-28,
2135,938,1175,2022-03-01,
2136,60,2371,2022-02-21,
2137,281,891,2022-02-23,
2138,793,2384,2022-02-22,
2139,956,955,2022-02-26,
2140,1038,265,2022-02-23,
2141,1110,1167,2022-02-28,
2142,927,2502,2022-02-24,
2143,938,423,2022-03-02,
2144,1167,1598,2022-03-01,
2145,1872,2960,2022-02-26,
2146,2691,492,2022-03-01,
2147,2410,2629,2022-02-27,
2148,1286,1399,2022-02-21,
2149,2384,957,2022-02-21,
2150,2647,378,2022-02-25,
2151,956,1813,2022-02-24,
2152,2014,2294,2022-02-28,
2153,2010,2370,2022-03-02,
2154,1213,2675,2022-02-24,
2155,858,2083,2022-03-01,
2156,957,1445,2022-02-24,
2157,2867,2187,2022-02-24,
2158,905,1038,2022-02-24,
2159,999,2913,2022-03-02,
2160,18,2294,2022-02-26,
2161,1106,1233,2022-02-22,
2162,936,2384,2022-02-26,
2163,1197,1250,2022-02-23,
2164,105,1284,2022-02-22,
2165,1473,177,2022-02-24,
2166,398,1018,2022-02-24,
2167,2772,905,2022-03-01,
2168,2853,179,2022-03-01,
2169,1185,1811,2022-02-23,
2170,2733,1013,2022-02-27,
2171,575,2964,2022-02-26,
2172,888,2455,2022-02-28,
2173,2362,2533,2022-02-28,
2174,1101,1162,2022-02-23,
2175,1679,2677,2022-02-25,
2176,2808,2110,2022-02-24,
2177,911,505,2022-02-25,
2178,2222,1746,2022-03-01,
2179,2187,1893,2022-02-23,
2180,654,1036,2022-02-21,
2181,838,956,2022-02-22,
2182,2502,2010,2022-02-28,
2183,2045,226,2022-02-28,
2184,578,2460,2022-03-02,
2185,806,793,2022-02-28,
2186,1047,976,2022-03-01,
2187,1637,2242,2022-02-28,
2188,956,1285,2022-02-22,
2189,433,1122,2022-02-27,
2190,1255,1824,2022-03-01,
2191,905,2853,2022-02-27,
2192,1793,1102,2022-02-25,
2193,2706,1084,2022-02-25,
2194,2272,2503,2022-03-02,
2195,2679,2889,2022-02-27,
2196,265,1540,2022-02-24,
2197,718,2136,2022-02-28,
2198,2588,485,2022-02-25,
2199,2453,2090,2022-02-21,
2200,312,2011,2022-02-21,
2201,161,30,2022-02-23,
2202,938,1637,2022-02-21,
2203,1593,1404,2022-02-21,
2204,829,2045,2022-02-21,
2205,839,2773,2022-02-26,
2206,391,1985,2022-03-01,
2207,2278,746,2022-02-26,
2208,2406,188,2022-02-26,
2209,889,467,2022-02-23,
2210,1939,2276,2022-02-21,
2211,2406,433,2022-02-26,
2212,2729,1250,2022-02-21,
2213,2157,2157,2022-03-02,
2214,761,2013,2022-02-28,
2215,2368,2124,2022-03-02,
2216,265,545,2022-02-23,
2217,2360,513,2022-02-24,
2218,2325,1708,2022-02-24,
2219,2485,876,2022-02-28,
2220,1682,2090,2022-02-24,
2221,2694,2410,2022-02-21,
2222,911,2136,2022-02-23,
2223,2058,2691,2022-02-21,
2224,179,1084,2022-02-27,
2225,2949,219,2022-02-28,
2226,882,2577,2022-03-02,
2227,1813,895,2022-02-27,
2228,545,17,2022-02-26,
2229,1513,953,2022-03-01,
2230,2415,1122,2022-02-22,
2231,1610,773,2022-02-24,
2232,391,179,2022-02-28,
2233,1188,1940,2022-02-28,
2234,165,544,2022-02-21,
2235,1024,763,2022-03-01,
2236,17,601,2022-02-26,
2237,839,179,2022-02-28,
2238,2881,1251,2022-03-01,
2239,1760,80,2022-02-24,
2240,1438,1473,2022-02-28,
2241,916,281,2022-03-02,
2242,2136,1223,2022-02-26,
2243,2089,2158,2022-02-27,
2244,2733,2647,2022-02-22,
2245,918,1075,2022-03-02,
2246,1029,467,2022-03-01,
2247,2356,2645,2022-02-24,
2248,2003,1445,2022-02-24,
2249,546,1760,2022-02-22,
2250,1683,1250,2022-02-27,
2251,494,2069,2022-02-23,
2252,1470,2691,2022-02-21,
2253,2072,2427,2022-02-24,
2254,789,369,2022-02-28,
2255,1670,962,2022-02-21,
2256,471,1188,2022-02-22,
2257,314,914,2022-02-28,
2258,2776,2462,2022-02-26,
2259,918,2142,2022-02-22,
2260,996,967,2022-03-01,
2261,2338,962,2022-02-24,
2262,2386,2487,2022-02-28,
2263,2804,2773,2022-02-24,
2264,2746,1400,2022-02-28,
2265,2466,1465,2022-02-27,
2266,546,176,2022-02-28,
2267,1985,182,2022-02-25,
2268,1171,2256,2022-02-23,
2269,1834,2010,2022-02-23,
2270,67,1757,2022-02-22,
2271,1801,2537,2022-02-27,
2272,938,2576,2022-02-25,
2273,2629,1367,2022-03-02,
2274,324,83,2022-02-23,
2275,1045,573,2022-02-28,
2276,1234,1819,2022-02-25,
2277,2513,2419,2022-03-02,
2278,66,2979,2022-03-01,
2279,2614,2324,2022-03-01,
2280,1940,1399,2022-02-28,
2281,2659,2183,2022-03-01,
2282,1448,1223,2022-02-26,
2283,1191,1059,2022-02-27,
2284,2069,2760,2022-02-26,
2285,622,1353,2022-02-22,
2286,1631,2497,2022-02-28,
2287,2636,2948,2022-02-27,
2288,168,2395,2022-02-25,
2289,2619,1837,2022-03-01,
2290,2915,590,2022-02-27,
2291,2400,1414,2022-02-27,
2292,982,1842,2022-02-26,
2293,2789,1090,2022-02-25,
2294,1371,2667,2022-02-23,
2295,928,22,2022-02-28,
2296,2647,1998,2022-02-28,
2297,2233,324,2022-02-27,
2298,729,2946,2022-02-21,
2299,736,1654,2022-03-01,
2300,2772,513,2022-02-23,
2301,995,789,2022-02-23,
2302,1209,829,2022-02-22,
2303,2003,1465,2022-02-27,
2304,1682,1221,2022-02-26,
2305,2371,888,2022-02-21,
2306,2427,927,2022-03-01,
2307,577,1439,2022-02-27,
2308,2045,1222,2022-02-24,
2309,2107,1854,2022-02-27,
2310,1449,2440,2022-02-21,
2311,1813,2989,2022-03-02,
2312,2522,1094,2022-02-24,
2313,255,731,2022-02-28,
2314,213,2922,2022-02-24,
2315,1299,869,2022-02-26,
2316,895,1823,2022-03-02,
2317,789,2196,2022-02-23,
2318,2904,923,2022-02-21,
2319,2054,72,2022-02-23,
2320,2949,1631,2022-02-28,
2321,1018,1792,2022-02-26,
2322,2278,181,2022-03-01,
2323,2816,1090,2022-02-22,
2324,2958,1018,2022-03-01,
2325,1931,1585,2022-03-01,
2326,1722,2083,2022-03-02,
2327,2724,1884,2022-02-28,
2328,1683,2419,2022-02-25,
2329,1257,1185,2022-02-24,
2330,882,226,2022-03-01,
2331,1070,38,2022-03-02,
2332,281,210,2022-02-23,
2333,2410,895,2022-02-27,
2334,1569,2002,2022-03-02,
2335,1833,509,2022-02-26,
2336,2371,2228,2022-03-02,
2337,2040,2302,2022-03-01,
2338,811,492,2022-02-25,
2339,664,1598,2022-02-22,
2340,1243,494,2022-02-25,
2341,2222,440,2022-03-02,
2342,2061,967,2022-02-21,
2343,210,1188,2022-02-22,
2344,2978,2410,2022-02-28,
2345,999,213,2022-02-28,
2346,955,2233,2022-03-01,
2347,1285,2706,2022-02-23,
2348,2590,2832,2022-02-27,
2349,1936,2406,2022-03-02,
2350,1993,2881,2022-02-23,
2351,240,1491,2022-02-26,
2352,2058,2854,2022-02-23,
2353,996,2614,2022-02-21,
2354,2415,1399,2022-03-01,
2355,451,1729,2022-02-26,
2356,2158,2659,2022-02-26,
2357,312,2126,2022-03-01,
2358,1819,60,2022-02-28,
2359,67,592,2022-02-25,
2360,2222,222,2022-02-23,
2361,1908,1985,2022-02-25,
2362,2627,839,2022-02-26,
2363,176,1007,2022-02-27,
2364,433,211,2022-02-24,
2365,2743,1579,2022-02-25,
2366,1908,1755,2022-02-28,
2367,2560,1709,2022-02-22,
2368,551,648,2022-02-27,
2369,2881,2577,2022-02-28,
2370,1439,62,2022-02-28,
2371,1579,1776,2022-02-25,
2372,545,2441,2022-02-25,
2373,578,546,2022-02-22,
2374,2675,681,2022-02-21,
2375,789,2042,2022-02-26,
2376,471,18,2022-02-22,
2377,752,1588,2022-03-02,
2378,1276,1100,2022-02-21,
2379,1540,895,2022-02-24,
2380,161,2369,2022-02-27,
2381,361,1746,2022-02-21,
2382,957,2820,2022-03-01,
2383,592,955,2022-02-22,
2384,1094,165,2022-02-22,
2385,2636,2371,2022-02-27,
2386,779,1310,2022-03-01,
2387,1213,1339,2022-02-23,
2388,829,788,2022-02-28,
2389,1875,154,2022-02-27,
2390,247,1939,2022-02-25,
2391,2617,206,2022-02-23,
2392,839,2881,2022-02-21,
2393,2187,150,2022-02-22,
2394,1098,1931,2022-02-24,
2395,1633,996,2022-02-21,
2396,2441,2818,2022-02-25,
2397,2907,2904,2022-02-24,
2398,787,685,2022-03-02,
2399,2089,2776,2022-02-24,
2400,2289,1801,2022-02-23,
2401,938,1940,2022-02-28,
2402,2979,1761,2022-02-24,
2403,1448,2582,2022-02-28,
2404,1569,2531,2022-03-01,
2405,798,1840,2022-02-28,
2406,2072,729,2022-03-02,
2407,154,783,2022-02-22,
2408,628,962,2022-02-23,
2409,2723,669,2022-02-23,
2410,2256,2110,2022-02-28,
2411,1524,302,2022-03-01,
2412,1271,2627,2022-02-28,
2413,2013,2629,2022-03-02,
2414,777,1216,2022-03-01,
2415,2723,1725,2022-02-22,
2416,1255,858,2022-03-02,
2417,706,2776,2022-02-23,
2418,1299,1621,2022-02-24,
2419,2617,1222,2022-02-25,
2420,255,282,2022-02-28,
2421,477,2503,2022-02-23,
2422,138,2256,2022-03-02,
2423,255,302,2022-02-28,
2424,403,2551,2022-02-25,
2425,1985,91,2022-03-02,
2426,2037,514,2022-02-27,
2427,2966,1070,2022-02-27,
2428,314,2233,2022-02-22,
2429,1598,1276,2022-02-23,
2430,1860,110,2022-03-02,
2431,811,177,2022-02-22,
2432,1095,1395,2022-02-21,
2433,2770,1931,2022-02-26,
2434,2142,1059,2022-02-24,
2435,1757,1776,2022-03-02,
2436,869,50,2022-02-28,
2437,184,683,2022-02-21,
2438,2577,1679,2022-02-23,
2439,1569,2978,2022-02-27,
2440,369,1586,2022-02-28,
2441,1696,2233,2022-02-25,
2442,2068,1547,2022-02-28,
2443,689,1018,2022-02-25,
2444,1018,19,2022-02-23,
2445,719,2390,2022-02-22,
2446,2560,1222,2022-02-22,
2447,210,2582,2022-03-02,
2448,1276,2089,2022-02-25,
2449,2588,255,2022-02-27,
2450,1162,2733,2022-02-24,
2451,605,2003,2022-03-02,
2452,2083,1451,2022-02-22,
2453,336,17,2022-02-21,
2454,2532,709,2022-02-23,
2455,162,326,2022-02-26,
2456,996,1421,2022-02-22,
2457,1593,2487,2022-03-01,
2458,2487,1473,2022-02-24,
2459,982,1101,2022-02-22,
2460,1289,2460,2022-02-23,
2461,1255,154,2022-02-21,
2462,2772,729,2022-02-24,
2463,2551,1506,2022-02-28,
2464,863,1110,2022-02-24,
2465,2406,1875,2022-03-02,
2466,66,2542,2022-02-25,
2467,2727,2057,2022-03-01,
2468,1250,590,2022-02-21,
2469,1825,2380,2022-03-02,
2470,1279,1038,2022-02-26,
2471,1670,2773,2022-02-22,
2472,1875,1598,2022-03-02,
2473,961,2909,2022-02-25,
2474,829,357,2022-03-01,
2475,2656,2441,2022-02-27,
2476,1106,1395,2022-03-02,
2477,2989,1272,2022-03-02,
2478,1998,369,2022-03-01,
2479,1400,1911,2022-02-23,
2480,1101,97,2022-02-26,
2481,2907,1188,2022-02-25,
2482,176,672,2022-02-25,
2483,640,38,2022-02-25,
2484,660,2427,2022-02-26,
2485,2229,2727,2022-02-23,
2486,1535,2338,2022-02-28,
2487,2386,2770,2022-02-24,
2488,525,2284,2022-03-02,
2489,622,1438,2022-03-01,
2490,2255,2305,2022-02-27,
2491,1569,2460,2022-02-21,
2492,2645,1654,2022-03-02,
2493,558,2542,2022-02-24,
2494,2229,1975,2022-03-01,
2495,170,1519,2022-02-28,
2496,1029,1252,2022-02-26,
2497,1819,685,2022-02-25,
2498,361,83,2022-03-01,
2499,1792,1353,2022-02-26,
2500,2512,1876,2022-02-28,
2501,2186,47,2022-02-25,
2502,2629,683,2022-02-21,
2503,1252,2629,2022-02-27,
2504,1346,1222,2022-02-24,
2505,1837,161,2022-02-26,
2506,2750,2647,2022-03-01,
2507,2402,1834,2022-02-25,
2508,2890,1975,2022-02-21,
2509,1750,718,2022-02-23,
2510,2647,176,2022-02-28,
2511,1353,863,2022-02-25,
2512,226,1632,2022-02-28,
2513,1637,1102,2022-02-22,
2514,1470,296,2022-03-01,
2515,1400,1893,2022-02-21,
2516,28,875,2022-02-25,
2517,2576,578,2022-02-21,
2518,1860,1310,2022-02-28,
2519,1415,261,2022-02-27,
2520,1658,2770,2022-02-22,
2521,184,2480,2022-03-01,
2522,904,1353,2022-02-23,
2523,2294,2089,2022-02-26,
2524,1931,561,2022-03-02,
2525,2780,2294,2022-03-01,
2526,744,1414,2022-03-01,
2527,302,744,2022-02-27,
2528,2606,2107,2022-02-28,
2529,1346,1792,2022-02-22,
2530,1463,2127,2022-02-23,
2531,910,957,2022-02-27,
2532,1090,2502,2022-03-01,
2533,19,165,2022-03-02,
2534,2629,1473,2022-02-23,
2535,290,63,2022-02-21,
2536,2282,923,2022-02-23,
2537,806,838,2022-02-28,
2538,2127,1336,2022-02-21,
2539,165,1279,2022-02-24,
2540,2967,2158,2022-02-26,
2541,2003,2827,2022-02-23,
2542,2302,2667,2022-02-23,
2543,1654,2011,2022-02-23,
2544,2981,1373,2022-02-24,
2545,1216,1346,2022-02-27,
2546,1223,1792,2022-02-23,
2547,2560,595,2022-02-24,
2548,152,869,2022-02-28,
2549,672,2276,2022-02-22,
2550,1448,2305,2022-02-26,
2551,1920,2187,2022-02-22,
2552,1927,964,2022-02-24,
2553,66,1519,2022-02-24,
2554,2222,2348,2022-02-26,
2555,2368,1260,2022-02-27,
2556,312,829,2022-02-22,
2557,2485,1084,2022-02-22,
2558,957,2305,2022-02-24,
2559,2324,1272,2022-02-23,
2560,942,708,2022-02-23,
2561,2662,2126,2022-02-25,
2562,2110,1842,2022-03-02,
2563,1257,1755,2022-02-28,
2564,1095,869,2022-02-28,
2565,2400,2989,2022-02-21,
2566,2727,2691,2022-02-26,
2567,204,839,2022-02-21,
2568,440,2882,2022-02-24,
2569,1764,709,2022-02-23,
2570,2882,577,2022-02-28,
2571,2338,2619,2022-02-27,
2572,1929,73,2022-02-27,
2573,1102,1861,2022-02-21,
2574,2094,1272,2022-02-21,
2575,1093,2890,2022-02-26,
2576,1547,1285,2022-02-26,
2577,1018,2938,2022-02-27,
2578,2455,806,2022-02-28,
2579,1514,744,2022-02-27,
2580,2249,1985,2022-02-28,
2581,697,2356,2022-02-22,
2582,669,1823,2022-02-26,
2583,1514,1875,2022-02-21,
2584,1284,2396,2022-03-01,
2585,1470,440,2022-02-27,
2586,622,2576,2022-02-28,
2587,967,2039,2022-02-22,
2588,577,1861,2022-02-26,
2589,2729,955,2022-02-28,
2590,2827,1222,2022-02-22,
2591,50,2981,2022-02-21,
2592,793,2744,2022-02-28,
2593,2662,398,2022-02-23,
2594,2226,2644,2022-02-21,
2595,165,440,2022-02-25,
2596,2679,570,2022-02-26,
2597,2854,1975,2022-02-25,
2598,2551,1465,2022-03-02,
2599,1078,2289,2022-02-25,
2600,229,1610,2022-02-23,
2601,798,822,2022-03-02,
2602,1243,1335,2022-02-28,
2603,1449,1945,2022-02-21,
2604,865,2367,2022-02-28,
2605,1234,2890,2022-02-25,
2606,2294,2820,2022-02-23,
2607,278,558,2022-02-23,
2608,2168,30,2022-03-01,
2609,2727,1213,2022-03-02,
2610,777,714,2022-02-28,
2611,2196,1296,2022-02-27,
2612,2042,2780,2022-02-22,
2613,1631,2907,2022-02-23,
2614,2850,1285,2022-02-28,
2615,1786,45,2022-02-24,
2616,2691,955,2022-02-25,
2617,2907,462,2022-02-21,
2618,863,2272,2022-02-25,
2619,30,1470,2022-02-21,
2620,2186,1908,2022-02-22,
2621,1216,2545,2022-02-27,
2622,789,681,2022-02-28,
2623,1328,551,2022-02-26,
2624,773,184,2022-02-27,
2625,2867,2256,2022-02-22,
2626,2486,1299,2022-02-23,
